     0.215000E+00   -0.260346E+01    0.753234E+00             NaN             NaN
     0.214000E+00   -0.260310E+01    0.752850E+00             NaN             NaN
     0.213000E+00   -0.260275E+01    0.752466E+00             NaN             NaN
     0.212000E+00   -0.260239E+01    0.752083E+00             NaN             NaN
     0.211000E+00   -0.260204E+01    0.751699E+00             NaN             NaN
     0.210000E+00   -0.260168E+01    0.751316E+00             NaN             NaN
     0.209000E+00   -0.260133E+01    0.750932E+00       +Infinity             NaN
     0.208000E+00   -0.260097E+01    0.750549E+00       -Infinity             NaN
     0.207000E+00   -0.260062E+01    0.750165E+00       -Infinity             NaN
     0.206000E+00   -0.260027E+01    0.749782E+00             NaN             NaN
     0.205000E+00   -0.259991E+01    0.749399E+00       +Infinity             NaN
     0.204000E+00   -0.259956E+01    0.749016E+00       -Infinity             NaN
     0.203000E+00   -0.259921E+01    0.748633E+00             NaN             NaN
     0.202000E+00   -0.259885E+01    0.748250E+00             NaN             NaN
     0.201000E+00   -0.259850E+01    0.747867E+00             NaN             NaN
     0.200000E+00   -0.259815E+01    0.747484E+00             NaN             NaN
     0.199000E+00   -0.259780E+01    0.747101E+00       +Infinity             NaN
     0.198000E+00   -0.259745E+01    0.746718E+00             NaN             NaN
     0.197000E+00   -0.259709E+01    0.746336E+00       +Infinity             NaN
     0.196000E+00   -0.259674E+01    0.745953E+00             NaN             NaN
     0.195000E+00   -0.259639E+01    0.745571E+00             NaN             NaN
     0.194000E+00   -0.259604E+01    0.745188E+00             NaN             NaN
     0.193000E+00   -0.259569E+01    0.744806E+00       -Infinity             NaN
     0.192000E+00   -0.259534E+01    0.744423E+00       +Infinity             NaN
     0.191000E+00   -0.259499E+01    0.744041E+00       +Infinity             NaN
     0.190000E+00   -0.259464E+01    0.743659E+00             NaN             NaN
     0.189000E+00   -0.259428E+01    0.743276E+00             NaN             NaN
     0.188000E+00   -0.259393E+01    0.742894E+00       +Infinity             NaN
     0.187000E+00   -0.259358E+01    0.742512E+00       -Infinity             NaN
     0.186000E+00   -0.259323E+01    0.742130E+00       +Infinity             NaN
     0.185000E+00   -0.259288E+01    0.741748E+00             NaN             NaN
     0.184000E+00   -0.259254E+01    0.741366E+00             NaN             NaN
     0.183000E+00   -0.259219E+01    0.740985E+00             NaN             NaN
     0.182000E+00   -0.259184E+01    0.740603E+00       -Infinity             NaN
     0.181000E+00   -0.259149E+01    0.740221E+00       +Infinity             NaN
     0.180000E+00   -0.259114E+01    0.739840E+00       -Infinity             NaN
     0.179000E+00   -0.259079E+01    0.739458E+00       +Infinity             NaN
     0.178000E+00   -0.259044E+01    0.739076E+00             NaN             NaN
     0.177000E+00   -0.259009E+01    0.738695E+00       -Infinity             NaN
     0.176000E+00   -0.258974E+01    0.738314E+00             NaN             NaN
     0.175000E+00   -0.258940E+01    0.737932E+00             NaN             NaN
     0.174000E+00   -0.258905E+01    0.737551E+00             NaN             NaN
     0.173000E+00   -0.258870E+01    0.737170E+00             NaN             NaN
     0.172000E+00   -0.258835E+01    0.736788E+00             NaN             NaN
     0.171000E+00   -0.258801E+01    0.736407E+00             NaN             NaN
     0.170000E+00   -0.258766E+01    0.736026E+00       +Infinity             NaN
     0.169000E+00   -0.258731E+01    0.735645E+00       -Infinity             NaN
     0.168000E+00   -0.258697E+01    0.735264E+00       -Infinity             NaN
     0.167000E+00   -0.258662E+01    0.734883E+00       -Infinity             NaN
     0.166000E+00   -0.258627E+01    0.734502E+00             NaN             NaN
     0.165000E+00   -0.258593E+01    0.734122E+00       +Infinity             NaN
     0.164000E+00   -0.258558E+01    0.733741E+00       +Infinity             NaN
     0.163000E+00   -0.258524E+01    0.733360E+00             NaN             NaN
     0.162000E+00   -0.258489E+01    0.732980E+00       +Infinity             NaN
     0.161000E+00   -0.258454E+01    0.732599E+00       +Infinity             NaN
     0.160000E+00   -0.258420E+01    0.732218E+00       +Infinity             NaN
     0.159000E+00   -0.258385E+01    0.731838E+00       -Infinity             NaN
     0.158000E+00   -0.258351E+01    0.731458E+00       -Infinity             NaN
     0.157000E+00   -0.258316E+01    0.731077E+00       +Infinity             NaN
     0.156000E+00   -0.258282E+01    0.730697E+00             NaN             NaN
     0.155000E+00   -0.258248E+01    0.730317E+00             NaN             NaN
     0.154000E+00   -0.258213E+01    0.729936E+00             NaN             NaN
     0.153000E+00   -0.258179E+01    0.729556E+00             NaN             NaN
     0.152000E+00   -0.258144E+01    0.729176E+00             NaN             NaN
     0.151000E+00   -0.258110E+01    0.728796E+00             NaN             NaN
     0.150000E+00   -0.258076E+01    0.728416E+00             NaN             NaN
     0.149000E+00   -0.258041E+01    0.728036E+00       -Infinity             NaN
     0.148000E+00   -0.258007E+01    0.727656E+00             NaN             NaN
     0.147000E+00   -0.257973E+01    0.727265E+00             NaN             NaN
     0.146000E+00   -0.257939E+01    0.724214E+00       +Infinity             NaN
     0.145000E+00   -0.257905E+01    0.715936E+00             NaN             NaN
     0.144000E+00   -0.257871E+01    0.711001E+00       +Infinity             NaN
     0.143000E+00   -0.257838E+01    0.706066E+00       -Infinity             NaN
     0.142000E+00   -0.257805E+01    0.701130E+00             NaN             NaN
     0.141000E+00   -0.257772E+01    0.696194E+00       +Infinity             NaN
     0.140000E+00   -0.257739E+01    0.691257E+00       +Infinity             NaN
     0.139000E+00   -0.257706E+01    0.686320E+00       -Infinity             NaN
     0.138000E+00   -0.257674E+01    0.681384E+00             NaN             NaN
     0.137000E+00   -0.257642E+01    0.676446E+00             NaN             NaN
     0.136000E+00   -0.257610E+01    0.671509E+00       +Infinity             NaN
     0.135000E+00   -0.257579E+01    0.666572E+00       -Infinity             NaN
     0.134000E+00   -0.257548E+01    0.661635E+00       -Infinity             NaN
     0.133000E+00   -0.257517E+01    0.656698E+00             NaN             NaN
     0.132000E+00   -0.257486E+01    0.651760E+00             NaN             NaN
     0.131000E+00   -0.257455E+01    0.646823E+00             NaN             NaN
     0.130000E+00   -0.257425E+01    0.641886E+00       +Infinity             NaN
     0.129000E+00   -0.257395E+01    0.636948E+00       +Infinity             NaN
     0.128000E+00   -0.257365E+01    0.632011E+00       +Infinity             NaN
     0.127000E+00   -0.257335E+01    0.627073E+00             NaN             NaN
     0.126000E+00   -0.257306E+01    0.622136E+00             NaN             NaN
     0.125000E+00   -0.257276E+01    0.617198E+00             NaN             NaN
     0.124000E+00   -0.257247E+01    0.612261E+00             NaN             NaN
     0.123000E+00   -0.257219E+01    0.607323E+00             NaN             NaN
     0.122000E+00   -0.257190E+01    0.602386E+00             NaN             NaN
     0.121000E+00   -0.257162E+01    0.597448E+00       +Infinity             NaN
     0.120000E+00   -0.257134E+01    0.592511E+00       -Infinity             NaN
     0.119000E+00   -0.257106E+01    0.587573E+00             NaN             NaN
     0.118000E+00   -0.257078E+01    0.582636E+00       -Infinity             NaN
     0.117000E+00   -0.257051E+01    0.577698E+00             NaN             NaN
     0.116000E+00   -0.257024E+01    0.572761E+00             NaN             NaN
     0.115000E+00   -0.256997E+01    0.567823E+00             NaN             NaN
     0.114000E+00   -0.256970E+01    0.562886E+00             NaN             NaN
     0.113000E+00   -0.256944E+01    0.557948E+00             NaN             NaN
     0.112000E+00   -0.256918E+01    0.553011E+00             NaN             NaN
     0.111000E+00   -0.256892E+01    0.548073E+00       -Infinity             NaN
     0.110000E+00   -0.256866E+01    0.543136E+00       +Infinity             NaN
     0.109000E+00   -0.256841E+01    0.538198E+00       +Infinity             NaN
     0.108000E+00   -0.256815E+01    0.533260E+00       -Infinity             NaN
     0.107000E+00   -0.256790E+01    0.528323E+00             NaN             NaN
     0.106000E+00   -0.256766E+01    0.523385E+00       -Infinity             NaN
     0.105000E+00   -0.256741E+01    0.518448E+00       +Infinity             NaN
     0.104000E+00   -0.256717E+01    0.513510E+00             NaN             NaN
     0.103000E+00   -0.256693E+01    0.508573E+00             NaN             NaN
     0.102000E+00   -0.256669E+01    0.503635E+00             NaN             NaN
     0.101000E+00   -0.256645E+01    0.498698E+00       -Infinity             NaN
     0.100000E+00   -0.256622E+01    0.493760E+00       -Infinity             NaN
     0.990000E-01   -0.256599E+01    0.488822E+00       +Infinity             NaN
     0.980000E-01   -0.256576E+01    0.483885E+00       -Infinity             NaN
     0.970000E-01   -0.256553E+01    0.478947E+00             NaN             NaN
     0.960000E-01   -0.256530E+01    0.474010E+00             NaN             NaN
     0.950000E-01   -0.256508E+01    0.469072E+00       +Infinity             NaN
     0.940000E-01   -0.256486E+01    0.464134E+00       +Infinity             NaN
     0.930000E-01   -0.256464E+01    0.459197E+00       -Infinity             NaN
     0.920000E-01   -0.256443E+01    0.454259E+00       +Infinity             NaN
     0.910000E-01   -0.256422E+01    0.449322E+00             NaN             NaN
     0.900000E-01   -0.256401E+01    0.444384E+00       -Infinity             NaN
     0.890000E-01   -0.256380E+01    0.439447E+00       +Infinity             NaN
     0.880000E-01   -0.256359E+01    0.434509E+00       +Infinity             NaN
     0.870000E-01   -0.256339E+01    0.429571E+00       -Infinity             NaN
     0.860000E-01   -0.256319E+01    0.424634E+00       +Infinity             NaN
